seeds,process_bridge,bridge_strategy,process_hub,hub_strategy,best_epochs,avg_training_time_s,best_test_mae_mean,best_test_mae_var,best_test_mse_mean,best_test_mse_var,best_test_r2_mean,best_test_r2_var,best_val_mae_mean,best_val_mae_var,best_val_mse_mean,best_val_mse_var,best_val_r2_mean,best_val_r2_var
"[42, 43, 44, 45, 46]",False,default,False,default_combinations,"[10, 10, 10, 10, 10]",244.101,1772126.223,366.685,11935528550458.0,4622126728394913.0,-0.357,0.0,1800824.219,367.958,11641838659669.043,4773045790092774.0,-0.386,0.0
"[42, 43, 44, 45, 46]",True,default,False,default_combinations,"[10, 10, 10, 10, 10]",145.8,1772134.376,98.549,11935557496251.77,1242252165123561.2,-0.357,0.0,1800832.386,98.891,11641868074230.816,1282812399199104.5,-0.386,0.0
