dataset,task,model,tabular_model,seed,process_bridge,bridge_strategy,process_hub,hub_strategy,best_epoch,training_time_s,best_val_mae,best_val_mse,best_val_r2,best_test_mae,best_test_mse,best_test_r2
rel-f1,driver-position,sage_edge_attr,resnet,42,True,keep_attributes,True,keep_table,3,19.188,9.739,116.162,-4.405,10.588,139.085,-4.123
