seeds,process_bridge,bridge_strategy,process_hub,hub_strategy,best_epochs,avg_training_time_s,best_test_mae_mean,best_test_mae_var,best_test_mse_mean,best_test_mse_var,best_test_r2_mean,best_test_r2_var,best_val_mae_mean,best_val_mae_var,best_val_mse_mean,best_val_mse_var,best_val_r2_mean,best_val_r2_var
"[42, 43, 44, 45, 46]",False,default,False,default_combinations,"[10, 10, 10, 10, 10]",609.333,3277.037,65.289,140865940.546,7998170543.822,-0.075,0.0,3791.322,65.661,172651074.863,10706821932.663,-0.083,0.0
"[42, 43, 44, 45, 46]",False,default,True,default_combinations,"[10, 10, 10, 10, 10]",740.051,3271.917,164.471,140808838.252,19919247748.599,-0.074,0.0,3786.192,164.63,172584981.935,26664860271.565,-0.083,0.0
